0	0
1	63
2	79
3	78
4	66
5	65
6	70
7	70
8	58
9	59
10	56
11	61
12	65
13	66
14	49
15	63
16	73
17	68
18	56
19	63
20	67
21	66
22	61
23	82
24	64
25	89
26	57
27	63
28	61
29	56
30	55
31	52
32	55
33	53
34	66
35	59
36	54
37	61
38	61
39	54
40	67
41	56
42	70
43	81
44	55
45	63
46	62
47	58
48	65
49	66
50	58
51	41
52	52
53	64
54	50
55	52
56	69
57	42
58	43
59	46
60	56
61	55
62	49
63	49
64	46
65	40
66	53
67	41
68	62
69	41
70	45
71	63
72	58
73	58
74	50
75	41
76	53
77	58
78	46
79	37
80	58
81	51
82	36
83	44
84	45
85	41
86	50
87	51
88	52
89	43
90	37
91	41
92	46
93	47
94	57
95	41
96	47
97	34
98	45
99	44
100	41
101	38
102	41
103	42
104	59
105	36
106	54
107	50
108	43
109	39
110	48
111	36
112	32
113	40
114	48
115	34
116	39
117	40
118	46
119	29
120	40
121	31
122	46
123	41
124	31
125	40
126	45
127	40
128	44
129	42
130	38
131	38
132	45
133	33
134	43
135	33
136	43
137	40
138	26
139	30
140	25
141	32
142	34
143	35
144	44
145	42
146	39
147	46
148	37
149	38
150	58
151	38
152	41
153	52
154	34
155	42
156	46
157	42
158	56
159	44
160	45
161	64
162	52
163	49
164	55
165	68
166	75
167	66
168	81
169	61
170	64
171	61
172	64
173	81
174	87
175	82
176	73
177	73
178	95
179	78
180	81
181	69
182	85
183	63
184	85
185	79
186	76
187	60
188	67
189	69
190	60
191	68
192	80
193	68
194	77
195	55
196	69
197	58
198	32
199	46
200	44
201	43
202	35
203	46
204	47
205	33
206	38
207	35
208	35
209	20
210	25
211	24
212	24
213	16
214	25
215	20
216	23
217	18
218	16
219	15
220	21
221	17
222	21
223	19
224	19
225	17
226	17
227	15
228	11
229	16
230	8
231	16
232	16
233	16
234	14
235	18
236	13
237	5
238	15
239	20
240	13
241	14
242	12
243	8
244	10
245	16
246	14
247	13
248	12
249	9
250	14
251	9
252	15
253	14
254	11
255	11
256	10
257	9
258	5
259	9
260	10
261	11
262	8
263	12
264	13
265	5
266	8
267	4
268	4
269	4
270	5
271	3
272	8
273	7
274	6
275	7
276	5
277	6
278	3
279	4
280	1
281	5
282	4
283	4
284	4
285	3
286	2
287	3
288	9
289	3
290	4
291	5
292	0
293	2
294	3
295	1
296	2
297	3
298	0
299	0
